auction,date,year,place,house,name,artwork,price,image,imageTitle,pageUrl,lot,eastimateNew,priceNumAlt,soldRef,soldAlt,currency2,category,style,provenance,exhibitionNew,price for convert,All currency USD
Modern And Contemporary South Asian Art,06 OCT 2015,2015,London,Sotheby's,Paritosh Sen (1918-2008),Untitled (self-portrait),5437.5,http://www.sothebys.com/content/dam/stb/lots/L15/L15500/833L15500_8FVYV.jpg,Untitled (self-portrait),http://www.sothebys.com/en/auctions/ecatalogue/2015/modern-contemporary-south-asian-art-l15500/lot.29.html,Lot.29,3000 - 5000,3750,LOT SOLD. 3750 GBP (Hammer Price with Buyer's Premium),GBP,,,,,,3750,GBP
Modern And Contemporary South Asian Art,18 MAR 2015,2015,New York,Sotheby's,B. Prabha (1933-2001),Untitled (adivasi Woman),29000,http://www.sothebys.com/content/dam/stb/lots/N09/N09318/106N09318_7XHPJ.jpg,Untitled (adivasi Woman),http://www.sothebys.com/en/auctions/ecatalogue/2015/modern-contemporary-south-asian-art-n09318/lot.1312.html,Lot.1312,12000 - 18000,20000,LOT SOLD. 20000 USD (Hammer Price with Buyer's Premium),USD,,,,,,20000,USD
Modern And Contemporary South Asian Art,06 OCT 2015,2015,London,Sotheby's,Francis Newton Souza (1924-2002),Spanish Landscape,58000,http://www.sothebys.com/content/dam/stb/lots/L15/L15500/832L15500_8DLMS.jpg,Spanish Landscape,http://www.sothebys.com/en/auctions/ecatalogue/2015/modern-contemporary-south-asian-art-l15500/lot.37.html,Lot.37,25000 - 35000,40000,LOT SOLD. 40000 GBP (Hammer Price with Buyer's Premium),GBP,,,,,,40000,GBP
Indian Himalayan And Southeast Asian Works Of Art Including Property From The Estate Of Dr. Claus Virch,17 MAR 2015,2015,New York,Sotheby's,A Green Stone Stele Depicting Gajalakshmi India Rajasthan 16th Century,,47125,http://www.sothebys.com/content/dam/stb/lots/N09/N09319/313N09319_7K29Q.jpg,,http://www.sothebys.com/en/auctions/ecatalogue/2015/indian-himalayan-southeast-asian-art-n09319/lot.1087.html,Lot.1087,30000 - 50000,32500,LOT SOLD. 32500 USD (Hammer Price with Buyer's Premium),USD,,,,,,32500,USD
Modern And Contemporary South Asian Art,18 MAR 2015,2015,New York,Sotheby's,Syed Haider Raza (b. 1922),Nari,208437.5,http://www.sothebys.com/content/dam/stb/lots/N09/N09318/176N09318_7ZRNX_resize142.jpg,Nari,http://www.sothebys.com/en/auctions/ecatalogue/2015/modern-contemporary-south-asian-art-n09318/lot.1320.html,Lot.1320,120000 - 180000,143750,LOT SOLD. 143750 USD (Hammer Price with Buyer's Premium),USD,,,,,,143750,USD
Indian Himalayan And Southeast Asian Works Of Art Including Property From The Estate Of Dr. Claus Virch,17 MAR 2015,2015,New York,Sotheby's,A Gilt Copper Alloy Figure Of Yama Dharmaraja Tibet 18th Century,,9968.75,http://www.sothebys.com/content/dam/stb/lots/N09/N09319/053N09319_7XN34.jpg,,http://www.sothebys.com/en/auctions/ecatalogue/2015/indian-himalayan-southeast-asian-art-n09319/lot.1033.html,Lot.1033,5000 - 7000,6875,LOT SOLD. 6875 USD (Hammer Price with Buyer's Premium),USD,,,,,,6875,USD
Indian Himalayan And Southeast Asian Works Of Art Including Property From The Estate Of Dr. Claus Virch,17 MAR 2015,2015,New York,Sotheby's,A Copper Alloy Figure Depicting Lokeshvara Tibeto-chinese Pala Style 18th/19th Century,,19937.5,http://www.sothebys.com/content/dam/stb/lots/N09/N09319/190N09319_7YR6Q.jpg,,http://www.sothebys.com/en/auctions/ecatalogue/2015/indian-himalayan-southeast-asian-art-n09319/lot.1039.html,Lot.1039,8000 - 12000,13750,LOT SOLD. 13750 USD (Hammer Price with Buyer's Premium),USD,,,,,,13750,USD
Modern And Contemporary South Asian Art,18 MAR 2015,2015,New York,Sotheby's,B. Prabha (1933-2001),Untitled,50750,http://www.sothebys.com/content/dam/stb/lots/N09/N09318/042N09318_7SHJH.jpg,Untitled,http://www.sothebys.com/en/auctions/ecatalogue/2015/modern-contemporary-south-asian-art-n09318/lot.1323.html,Lot.1323,25000 - 35000,35000,LOT SOLD. 35000 USD (Hammer Price with Buyer's Premium),USD,,,,,,35000,USD
Indian Himalayan And Southeast Asian Works Of Art Including Property From The Estate Of Dr. Claus Virch,17 MAR 2015,2015,New York,Sotheby's,A Copper Alloy Figure Of Parvati South India Nayaka Period 16th/17th Century,,154062.5,http://www.sothebys.com/content/dam/stb/lots/N09/N09319/353N09319_7ZMWR.jpg,,http://www.sothebys.com/en/auctions/ecatalogue/2015/indian-himalayan-southeast-asian-art-n09319/lot.1093.html,Lot.1093,18000 - 25000,106250,LOT SOLD. 106250 USD (Hammer Price with Buyer's Premium),USD,,,,,,106250,USD
Indian Himalayan And Southeast Asian Works Of Art Including Property From The Estate Of Dr. Claus Virch,17 MAR 2015,2015,New York,Sotheby's,A Copper Alloy Figure Depicting Namasangiti Manjushri Tibet 14th Century,,Lot passed,http://www.sothebys.com/content/dam/stb/lots/N09/N09319/369N09319_7ZLDG.jpg,,http://www.sothebys.com/en/auctions/ecatalogue/2015/indian-himalayan-southeast-asian-art-n09319/lot.1021.html,Lot.1021,15000 - 20000,,,USD,,,,,,,USD
Images Of Enlightenment: Devotional Works Of Art & Paintings,16 SEP 2015,2015,New York,Sotheby's,A Bronze Figure Of A Bodhisattva China Ming Dynasty,,7250,http://www.sothebys.com/content/dam/stb/lots/N09/N09395/147N09395_85Y6D.jpg,,http://www.sothebys.com/en/auctions/ecatalogue/2015/images-of-enlightenment-n09395/lot.434.html,Lot.434,2000 - 3000,5000,LOT SOLD. 5000 USD (Hammer Price with Buyer's Premium),USD,,,,,,5000,USD
Images Of Enlightenment: Devotional Works Of Art & Paintings,16 SEP 2015,2015,New York,Sotheby's,Seven Bronze Buddhist Figures China Sui / Tang Dynasty,,10875,http://www.sothebys.com/content/dam/stb/lots/N09/N09395/339N09395_8F8SN.jpg,,http://www.sothebys.com/en/auctions/ecatalogue/2015/images-of-enlightenment-n09395/lot.418.html,Lot.418,6000 - 8000,7500,LOT SOLD. 7500 USD (Hammer Price with Buyer's Premium),USD,,,,,,7500,USD
Images Of Enlightenment: Devotional Works Of Art & Paintings,16 SEP 2015,2015,New York,Sotheby's,A Thangka Depicting Vajrabhairava And Vajravetali Tibet 18th Century,,27187.5,http://www.sothebys.com/content/dam/stb/lots/N09/N09395/268N09395_8F8BD.jpg,,http://www.sothebys.com/en/auctions/ecatalogue/2015/images-of-enlightenment-n09395/lot.402.html,Lot.402,18000 - 25000,18750,LOT SOLD. 18750 USD (Hammer Price with Buyer's Premium),USD,,,,,,18750,USD
Images Of Enlightenment: Devotional Works Of Art & Paintings,16 SEP 2015,2015,New York,Sotheby's,A Wood Figure Of The Attendant Dharmata Tibet 17th / 18th Century,,19937.5,http://www.sothebys.com/content/dam/stb/lots/N09/N09395/143N09395_85R85.jpg,,http://www.sothebys.com/en/auctions/ecatalogue/2015/images-of-enlightenment-n09395/lot.412.html,Lot.412,6000 - 8000,13750,LOT SOLD. 13750 USD (Hammer Price with Buyer's Premium),USD,,,,,,13750,USD
Images Of Enlightenment: Devotional Works Of Art & Paintings,16 SEP 2015,2015,New York,Sotheby's,A Polychrome Stucco Head Of A Female Attendant China Jin / Yuan Dynasty,,16312.5,http://www.sothebys.com/content/dam/stb/lots/N09/N09395/288N09395_878B8.jpg,,http://www.sothebys.com/en/auctions/ecatalogue/2015/images-of-enlightenment-n09395/lot.426.html,Lot.426,8000 - 12000,11250,LOT SOLD. 11250 USD (Hammer Price with Buyer's Premium),USD,,,,,,11250,USD
Images Of Enlightenment: Devotional Works Of Art & Paintings,16 SEP 2015,2015,New York,Sotheby's,A Silk Thangka Depicting Amitayus China Qing Dynasty Dated 7th Year Of Jiaqing Corresponding To 1802,,126875,http://www.sothebys.com/content/dam/stb/lots/N09/N09395/192N09395_85NPT.jpg,,http://www.sothebys.com/en/auctions/ecatalogue/2015/images-of-enlightenment-n09395/lot.408.html,Lot.408,25000 - 35000,87500,LOT SOLD. 87500 USD (Hammer Price with Buyer's Premium),USD,,,,,,87500,USD
Images Of Enlightenment: Devotional Works Of Art & Paintings,16 SEP 2015,2015,New York,Sotheby's,An Impressive Sandstone Standing Figure Of Avalokiteshvara China Northern Qi Dynasty Dated Wuping 7th Year Corresponding To Ad 576,,Lot passed,http://www.sothebys.com/content/dam/stb/lots/N09/N09395/333N09395_72X9P.jpg,,http://www.sothebys.com/en/auctions/ecatalogue/2015/images-of-enlightenment-n09395/lot.424.html,Lot.424,800000 - 1200000,,,USD,,,,,,,USD
Modern And Contemporary South Asian Art,18 MAR 2015,2015,New York,Sotheby's,Syed Haider Raza (b. 1922),Untitled (double-sided Drawing),10875,http://www.sothebys.com/content/dam/stb/lots/N09/N09318/117N09318_7YGQ8.jpg,Untitled (double-sided Drawing),http://www.sothebys.com/en/auctions/ecatalogue/2015/modern-contemporary-south-asian-art-n09318/lot.1305.html,Lot.1305,8000 - 12000,7500,LOT SOLD. 7500 USD (Hammer Price with Buyer's Premium),USD,,,,,,7500,USD
Modern And Contemporary South Asian Art,18 MAR 2015,2015,New York,Sotheby's,Subodh Gupta (b. 1964),Untitled (diptych),362500,http://www.sothebys.com/content/dam/stb/lots/N09/N09318/167N09318_3PZPX.jpg,Untitled (diptych),http://www.sothebys.com/en/auctions/ecatalogue/2015/modern-contemporary-south-asian-art-n09318/lot.1410.html,Lot.1410,150000 - 250000,250000,LOT SOLD. 250000 USD (Hammer Price with Buyer's Premium),USD,,,,,,250000,USD
Modern And Contemporary South Asian Art,06 OCT 2015,2015,London,Sotheby's,Gaganendranath Tagore (1867-1938),Bed Of Arrows (bhishma),117812.5,http://www.sothebys.com/content/dam/stb/lots/L15/L15500/189L15500_8NR5Z_REDO_NEW.jpg,Bed Of Arrows (bhishma),http://www.sothebys.com/en/auctions/ecatalogue/2015/modern-contemporary-south-asian-art-l15500/lot.1.html,Lot.1,18000 - 25000,81250,LOT SOLD. 81250 GBP (Hammer Price with Buyer's Premium),GBP,,,,,,81250,GBP
Modern And Contemporary South Asian Art,06 OCT 2015,2015,London,Sotheby's,Krishnaji Howlaji Ara,Untitled (woman With Flower Vase),18125,http://www.sothebys.com/content/dam/stb/lots/L15/L15500/826L15500_8DLB3.jpg,Untitled (woman With Flower Vase),http://www.sothebys.com/en/auctions/ecatalogue/2015/modern-contemporary-south-asian-art-l15500/lot.11.html,Lot.11,20000 - 30000,12500,LOT SOLD. 12500 GBP (Hammer Price with Buyer's Premium),GBP,,,,,,12500,GBP
Modern And Contemporary South Asian Art,18 MAR 2015,2015,New York,Sotheby's,Jamini Roy (1887-1972),Untitled (baul),25375,http://www.sothebys.com/content/dam/stb/lots/N09/N09318/028N09318_7FWSN.jpg,Untitled (baul),http://www.sothebys.com/en/auctions/ecatalogue/2015/modern-contemporary-south-asian-art-n09318/lot.1342.html,Lot.1342,6000 - 8000,17500,LOT SOLD. 17500 USD (Hammer Price with Buyer's Premium),USD,,,,,,17500,USD
Modern And Contemporary South Asian Art,18 MAR 2015,2015,New York,Sotheby's,Rabindranath Tagore (1861-1941),Untitled (self Portrait),326250,http://www.sothebys.com/content/dam/stb/lots/N09/N09318/155N09318_7YDZ4.jpg,Untitled (self Portrait),http://www.sothebys.com/en/auctions/ecatalogue/2015/modern-contemporary-south-asian-art-n09318/lot.1332.html,Lot.1332,15000 - 20000,225000,LOT SOLD. 225000 USD (Hammer Price with Buyer's Premium),USD,,,,,,225000,USD
Modern And Contemporary South Asian Art,06 OCT 2015,2015,London,Sotheby's,Shanti Dave (b. 1931),Untitled,Lot passed,http://www.sothebys.com/content/dam/stb/lots/L15/L15500/848L15500_8DLDJ.jpg,Untitled,http://www.sothebys.com/en/auctions/ecatalogue/2015/modern-contemporary-south-asian-art-l15500/lot.47.html,Lot.47,3000 - 5000,,,GBP,,,,,,,GBP
Modern And Contemporary South Asian Art,06 OCT 2015,2015,London,Sotheby's,Zarina Hashmi (b. 1937),At Night We All Come To The House At Aligarh; 8 Shibli Road,7250,http://www.sothebys.com/content/dam/stb/lots/L15/L15500/L15500-77_web_RESEND.jpg,At Night We All Come To The House At Aligarh; 8 Shibli Road,http://www.sothebys.com/en/auctions/ecatalogue/2015/modern-contemporary-south-asian-art-l15500/lot.77.html,Lot.77,3000 - 5000,5000,LOT SOLD. 5000 GBP (Hammer Price with Buyer's Premium),GBP,,,,,,5000,GBP
Modern And Contemporary South Asian Art,06 OCT 2015,2015,London,Sotheby's,Akmal Husain,Untitled (landscape With Woman),Lot passed,http://www.sothebys.com/content/dam/stb/lots/L15/L15500/822L15500_8FVYQ.jpg,Untitled (landscape With Woman),http://www.sothebys.com/en/auctions/ecatalogue/2015/modern-contemporary-south-asian-art-l15500/lot.85.html,Lot.85,4000 - 6000,,,GBP,,,,,,,GBP
Modern And Contemporary South Asian Art,06 OCT 2015,2015,London,Sotheby's,Francis Newton Souza (1924-2002),Untitled (study Of Death And The Maiden),Lot passed,http://www.sothebys.com/content/dam/stb/lots/L15/L15500/872L15500_8NFWR.jpg,Untitled (study Of Death And The Maiden),http://www.sothebys.com/en/auctions/ecatalogue/2015/modern-contemporary-south-asian-art-l15500/lot.14.html,Lot.14,2000 - 3000,,,GBP,,,,,,,GBP
Modern And Contemporary South Asian Art,06 OCT 2015,2015,London,Sotheby's,Satish Sinha (1893-1965),Untitled,17218.75,http://www.sothebys.com/content/dam/stb/lots/L15/L15500/018L15500_7HMWW.jpg,Untitled,http://www.sothebys.com/en/auctions/ecatalogue/2015/modern-contemporary-south-asian-art-l15500/lot.28.html,Lot.28,3000 - 5000,11875,LOT SOLD. 11875 GBP (Hammer Price with Buyer's Premium),GBP,,,,,,11875,GBP
Modern And Contemporary South Asian Art,06 OCT 2015,2015,London,Sotheby's,Abdulrahiman Appabhai Almelkar (1920-1982),Untitled (drying The Nets),5437.5,http://www.sothebys.com/content/dam/stb/lots/L15/L15500/860L15500_8DL9X.jpg,Untitled (drying The Nets),http://www.sothebys.com/en/auctions/ecatalogue/2015/modern-contemporary-south-asian-art-l15500/lot.38.html,Lot.38,3000 - 5000,3750,LOT SOLD. 3750 GBP (Hammer Price with Buyer's Premium),GBP,,,,,,3750,GBP
Modern And Contemporary South Asian Art,18 MAR 2015,2015,New York,Sotheby's,B. Prabha (1933-2001),Untitled (fisherwoman),29000,http://www.sothebys.com/content/dam/stb/lots/N09/N09318/105N09318_7XHPH.jpg,Untitled (fisherwoman),http://www.sothebys.com/en/auctions/ecatalogue/2015/modern-contemporary-south-asian-art-n09318/lot.1311.html,Lot.1311,12000 - 18000,20000,LOT SOLD. 20000 USD (Hammer Price with Buyer's Premium),USD,,,,,,20000,USD
Indian Himalayan And Southeast Asian Works Of Art Including Property From The Estate Of Dr. Claus Virch,17 MAR 2015,2015,New York,Sotheby's,A Buff Sandstone Stele Apex Depicting Ganesha Central India 10th/11th Century,,11781.25,http://www.sothebys.com/content/dam/stb/lots/N09/N09319/207N09319_7C4K2.jpg,,http://www.sothebys.com/en/auctions/ecatalogue/2015/indian-himalayan-southeast-asian-art-n09319/lot.1086.html,Lot.1086,4000 - 6000,8125,LOT SOLD. 8125 USD (Hammer Price with Buyer's Premium),USD,,,,,,8125,USD
Modern And Contemporary South Asian Art,18 MAR 2015,2015,New York,Sotheby's,Maqbool Fida Husain (1915-2011),Untitled (rajasthan Landscape),87000,http://www.sothebys.com/content/dam/stb/lots/N09/N09318/047N09318_7PPK2.jpg,Untitled (rajasthan Landscape),http://www.sothebys.com/en/auctions/ecatalogue/2015/modern-contemporary-south-asian-art-n09318/lot.1321.html,Lot.1321,40000 - 60000,60000,LOT SOLD. 60000 USD (Hammer Price with Buyer's Premium),USD,,,,,,60000,USD
Modern And Contemporary South Asian Art,06 OCT 2015,2015,London,Sotheby's,Krishna Shamrao Kulkarni (1916-1994),Untitled (deity),Lot passed,http://www.sothebys.com/content/dam/stb/lots/L15/L15500/835L15500_8DLHF.jpg,Untitled (deity),http://www.sothebys.com/en/auctions/ecatalogue/2015/modern-contemporary-south-asian-art-l15500/lot.60.html,Lot.60,4000 - 6000,,,GBP,,,,,,,GBP
Indian Himalayan And Southeast Asian Works Of Art Including Property From The Estate Of Dr. Claus Virch,17 MAR 2015,2015,New York,Sotheby's,A Gold-inlaid Copper Alloy Figure Depicting Avalokiteshvara Sri Lanka Late Anuradhapura Period 9th/10th Century,,68875,http://www.sothebys.com/content/dam/stb/lots/N09/N09319/332N09319_7Y5BD.jpg,,http://www.sothebys.com/en/auctions/ecatalogue/2015/indian-himalayan-southeast-asian-art-n09319/lot.1094.html,Lot.1094,5000 - 7000,47500,LOT SOLD. 47500 USD (Hammer Price with Buyer's Premium),USD,,,,,,47500,USD
Indian Himalayan And Southeast Asian Works Of Art Including Property From The Estate Of Dr. Claus Virch,17 MAR 2015,2015,New York,Sotheby's,A Copper Alloy Figure Depicting Avalokiteshvara Tibeto-chinese Pala Style 18th/19th Century,,5437.5,http://www.sothebys.com/content/dam/stb/lots/N09/N09319/201N09319_7YR6S.jpg,,http://www.sothebys.com/en/auctions/ecatalogue/2015/indian-himalayan-southeast-asian-art-n09319/lot.1040.html,Lot.1040,5000 - 7000,3750,LOT SOLD. 3750 USD (Hammer Price with Buyer's Premium),USD,,,,,,3750,USD
Modern And Contemporary South Asian Art,18 MAR 2015,2015,New York,Sotheby's,Maqbool Fida Husain (1915-2011),Untitled,271875,http://www.sothebys.com/content/dam/stb/lots/N09/N09318/046N09318_7PPJZ.jpg,Untitled,http://www.sothebys.com/en/auctions/ecatalogue/2015/modern-contemporary-south-asian-art-n09318/lot.1322.html,Lot.1322,120000 - 180000,187500,LOT SOLD. 187500 USD (Hammer Price with Buyer's Premium),USD,,,,,,187500,USD
Modern And Contemporary South Asian Art,06 OCT 2015,2015,London,Sotheby's,Ram Kumar (b. 1924),Untitled (landscape),145000,http://www.sothebys.com/content/dam/stb/lots/L15/L15500/852L15500_8DLJ8.jpg,Untitled (landscape),http://www.sothebys.com/en/auctions/ecatalogue/2015/modern-contemporary-south-asian-art-l15500/lot.22.html,Lot.22,50000 - 70000,100000,LOT SOLD. 100000 GBP (Hammer Price with Buyer's Premium),GBP,,,,,,100000,GBP
Indian Himalayan And Southeast Asian Works Of Art Including Property From The Estate Of Dr. Claus Virch,17 MAR 2015,2015,New York,Sotheby's,A Copper Alloy Figure Depicting Manjushri Tibet 14th Century,,Lot passed,http://www.sothebys.com/content/dam/stb/lots/N09/N09319/199N09319_7YR6P.jpg,,http://www.sothebys.com/en/auctions/ecatalogue/2015/indian-himalayan-southeast-asian-art-n09319/lot.1020.html,Lot.1020,15000 - 20000,,,USD,,,,,,,USD
Images Of Enlightenment: Devotional Works Of Art & Paintings,16 SEP 2015,2015,New York,Sotheby's,A Thangka Depicting Avalokiteshvara Tibet 18th Century,,18125,http://www.sothebys.com/content/dam/stb/lots/N09/N09395/252N09395_7ML9H.jpg,,http://www.sothebys.com/en/auctions/ecatalogue/2015/images-of-enlightenment-n09395/lot.401.html,Lot.401,12000 - 18000,12500,LOT SOLD. 12500 USD (Hammer Price with Buyer's Premium),USD,,,,,,12500,USD
Images Of Enlightenment: Devotional Works Of Art & Paintings,16 SEP 2015,2015,New York,Sotheby's,A Bronze Figure Of Thangtong Gyalpo Tibet 16th Century,,45312.5,http://www.sothebys.com/content/dam/stb/lots/N09/N09395/250N09395_8DT8V.jpg,,http://www.sothebys.com/en/auctions/ecatalogue/2015/images-of-enlightenment-n09395/lot.411.html,Lot.411,30000 - 40000,31250,LOT SOLD. 31250 USD (Hammer Price with Buyer's Premium),USD,,,,,,31250,USD
Images Of Enlightenment: Devotional Works Of Art & Paintings,16 SEP 2015,2015,New York,Sotheby's,A Thangka Depicting Scenes From The Life Of Milarepatibet 19th Century,,99687.5,http://www.sothebys.com/content/dam/stb/lots/N09/N09395/309N09395_8FKR5.jpg,,http://www.sothebys.com/en/auctions/ecatalogue/2015/images-of-enlightenment-n09395/lot.409.html,Lot.409,60000 - 80000,68750,LOT SOLD. 68750 USD (Hammer Price with Buyer's Premium),USD,,,,,,68750,USD
Images Of Enlightenment: Devotional Works Of Art & Paintings,16 SEP 2015,2015,New York,Sotheby's,A Limestone Head Of Buddha China Northern Wei Dynasty,,Lot passed,http://www.sothebys.com/content/dam/stb/lots/N09/N09395/265N09395_73RTD.jpg,,http://www.sothebys.com/en/auctions/ecatalogue/2015/images-of-enlightenment-n09395/lot.425.html,Lot.425,120000 - 150000,,,USD,,,,,,,USD
Modern And Contemporary South Asian Art,18 MAR 2015,2015,New York,Sotheby's,Maqbool Fida Husain (1915-2011),Untitled,12687.5,http://www.sothebys.com/content/dam/stb/lots/N09/N09318/103N09318_7YR23.jpg,Untitled,http://www.sothebys.com/en/auctions/ecatalogue/2015/modern-contemporary-south-asian-art-n09318/lot.1306.html,Lot.1306,3000 - 5000,8750,LOT SOLD. 8750 USD (Hammer Price with Buyer's Premium),USD,,,,,,8750,USD
Images Of Enlightenment: Devotional Works Of Art & Paintings,16 SEP 2015,2015,New York,Sotheby's,A Large Bronze 'laozi' Censer China Ming Dynasty 17th Century,,21750,http://www.sothebys.com/content/dam/stb/lots/N09/N09395/394N09395_4FHZF.jpg,,http://www.sothebys.com/en/auctions/ecatalogue/2015/images-of-enlightenment-n09395/lot.435.html,Lot.435,15000 - 25000,15000,LOT SOLD. 15000 USD (Hammer Price with Buyer's Premium),USD,,,,,,15000,USD
Modern And Contemporary South Asian Art,18 MAR 2015,2015,New York,Sotheby's,Sadequain (1937-1987),Untitled (ten Drawings),58000,http://www.sothebys.com/content/dam/stb/lots/N09/N09318/N09318-1409_web.jpg,Untitled (ten Drawings),http://www.sothebys.com/en/auctions/ecatalogue/2015/modern-contemporary-south-asian-art-n09318/lot.1409.html,Lot.1409,10000 - 12000,40000,LOT SOLD. 40000 USD (Hammer Price with Buyer's Premium),USD,,,,,,40000,USD
Modern And Contemporary South Asian Art,06 OCT 2015,2015,London,Sotheby's,Nasreen Mohamedi (1937-1990),Untitled,135937.5,http://www.sothebys.com/content/dam/stb/lots/L15/L15500/009L15500_8D264.jpg,Untitled,http://www.sothebys.com/en/auctions/ecatalogue/2015/modern-contemporary-south-asian-art-l15500/lot.117.html,Lot.117,15000 - 20000,93750,LOT SOLD. 93750 GBP (Hammer Price with Buyer's Premium),GBP,,,,,,93750,GBP
Modern And Contemporary South Asian Art,06 OCT 2015,2015,London,Sotheby's,Krishnaji Howlaji Ara,Together,15406.25,http://www.sothebys.com/content/dam/stb/lots/L15/L15500/088L15500_8GFHX.jpg,Together,http://www.sothebys.com/en/auctions/ecatalogue/2015/modern-contemporary-south-asian-art-l15500/lot.12.html,Lot.12,5000 - 7000,10625,LOT SOLD. 10625 GBP (Hammer Price with Buyer's Premium),GBP,,,,,,10625,GBP
Modern And Contemporary South Asian Art,18 MAR 2015,2015,New York,Sotheby's,Jamini Roy (1887-1972),Untitled (madonna And Child),63437.5,http://www.sothebys.com/content/dam/stb/lots/N09/N09318/029N09318_7VB5Q.jpg,Untitled (madonna And Child),http://www.sothebys.com/en/auctions/ecatalogue/2015/modern-contemporary-south-asian-art-n09318/lot.1343.html,Lot.1343,15000 - 20000,43750,LOT SOLD. 43750 USD (Hammer Price with Buyer's Premium),USD,,,,,,43750,USD
Modern And Contemporary South Asian Art,06 OCT 2015,2015,London,Sotheby's,Syed Haider Raza (b. 1922),Aaj,47125,http://www.sothebys.com/content/dam/stb/lots/L15/L15500/854L15500_8DLL7.jpg,Aaj,http://www.sothebys.com/en/auctions/ecatalogue/2015/modern-contemporary-south-asian-art-l15500/lot.46.html,Lot.46,25000 - 35000,32500,LOT SOLD. 32500 GBP (Hammer Price with Buyer's Premium),GBP,,,,,,32500,GBP
Modern And Contemporary South Asian Art,06 OCT 2015,2015,London,Sotheby's,Ganesh Pyne (1937-2013),Untitled (hanuman),12687.5,http://www.sothebys.com/content/dam/stb/lots/L15/L15500/856L15500_8DLK7.jpg,Untitled (hanuman),http://www.sothebys.com/en/auctions/ecatalogue/2015/modern-contemporary-south-asian-art-l15500/lot.23.html,Lot.23,4000 - 6000,8750,LOT SOLD. 8750 GBP (Hammer Price with Buyer's Premium),GBP,,,,,,8750,GBP
Modern And Contemporary South Asian Art,06 OCT 2015,2015,London,Sotheby's,Zarina Hashmi (b. 1937),By The Mango Tree,8156.25,http://www.sothebys.com/content/dam/stb/lots/L15/L15500/L15500-76_web_RESEND.jpg,By The Mango Tree,http://www.sothebys.com/en/auctions/ecatalogue/2015/modern-contemporary-south-asian-art-l15500/lot.76.html,Lot.76,3000 - 5000,5625,LOT SOLD. 5625 GBP (Hammer Price with Buyer's Premium),GBP,,,,,,5625,GBP
Modern And Contemporary South Asian Art,06 OCT 2015,2015,London,Sotheby's,Ram Kumar (b. 1924),Untitled (landscape I),154062.5,http://www.sothebys.com/content/dam/stb/lots/L15/L15500/809L15500_8FVRR.jpg,Untitled (landscape I),http://www.sothebys.com/en/auctions/ecatalogue/2015/modern-contemporary-south-asian-art-l15500/lot.86.html,Lot.86,60000 - 80000,106250,LOT SOLD. 106250 GBP (Hammer Price with Buyer's Premium),GBP,,,,,,106250,GBP
Modern And Contemporary South Asian Art,06 OCT 2015,2015,London,Sotheby's,Francis Newton Souza (1924-2002),Untitled (woman),Lot passed,http://www.sothebys.com/content/dam/stb/lots/L15/L15500/894L15500_8DLMY.jpg,Untitled (woman),http://www.sothebys.com/en/auctions/ecatalogue/2015/modern-contemporary-south-asian-art-l15500/lot.13.html,Lot.13,3000 - 5000,,,GBP,,,,,,,GBP
Modern And Contemporary South Asian Art,06 OCT 2015,2015,London,Sotheby's,Abdulrahiman Appabhai Almelkar (1920-1982),Untitled (two Women),14500,http://www.sothebys.com/content/dam/stb/lots/L15/L15500/877L15500_8DL9V.jpg,Untitled (two Women),http://www.sothebys.com/en/auctions/ecatalogue/2015/modern-contemporary-south-asian-art-l15500/lot.27.html,Lot.27,6500 - 7500,10000,LOT SOLD. 10000 GBP (Hammer Price with Buyer's Premium),GBP,,,,,,10000,GBP
Modern And Contemporary South Asian Art,18 MAR 2015,2015,New York,Sotheby's,B. Prabha (1933-2001),Untitled (adivasi Girls),58000,http://www.sothebys.com/content/dam/stb/lots/N09/N09318/110N09318_7YGQ2.jpg,Untitled (adivasi Girls),http://www.sothebys.com/en/auctions/ecatalogue/2015/modern-contemporary-south-asian-art-n09318/lot.1310.html,Lot.1310,25000 - 35000,40000,LOT SOLD. 40000 USD (Hammer Price with Buyer's Premium),USD,,,,,,40000,USD
Indian Himalayan And Southeast Asian Works Of Art Including Property From The Estate Of Dr. Claus Virch,17 MAR 2015,2015,New York,Sotheby's,A Copper Alloy Figure Of Buddha Sri Lanka Kandy Period 15th-17th Century,,14500,http://www.sothebys.com/content/dam/stb/lots/N09/N09319/331N09319_7Y5BF.jpg,,http://www.sothebys.com/en/auctions/ecatalogue/2015/indian-himalayan-southeast-asian-art-n09319/lot.1095.html,Lot.1095,6000 - 8000,10000,LOT SOLD. 10000 USD (Hammer Price with Buyer's Premium),USD,,,,,,10000,USD
Indian Himalayan And Southeast Asian Works Of Art Including Property From The Estate Of Dr. Claus Virch,17 MAR 2015,2015,New York,Sotheby's,An Important Thangka Of The Vajradhatu Mandala Tibet 11th Century,,Lot passed,http://www.sothebys.com/content/dam/stb/lots/N09/N09319/193N09319_7YSNY.jpg,,http://www.sothebys.com/en/auctions/ecatalogue/2015/indian-himalayan-southeast-asian-art-n09319/lot.1019.html,Lot.1019,800000 - 1200000,,,USD,,,,,,,USD
